,returns,vol,sharp,LCTX,CALA,NERV,HLX,VBIV,CDXC,ECOR,JILL,WTTR,CHRA
1517,0.7993889800712815,0.7531331094915151,1.0614179220071687,0.0383847732371691,0.08793038026196714,0.025500059798895896,0.08992263484097807,0.3633208694413055,0.015370210590146375,0.254109617986946,0.02971061678874381,0.07994280147147612,0.015808035582371913
1949,0.756908474032852,0.6054437562664567,1.2501714093154104,0.25061161367771306,0.07475993171682739,0.0520133043893209,0.09378763597506193,0.22158578871151674,0.07890298873044099,0.1530176874569182,0.022550412846270313,0.04523967037032332,0.0075309661256071705
1694,0.7243604419066054,0.695091597068992,1.0421078962269605,0.16923886435915603,0.014612714932687114,0.024581792959236466,0.07223006195713633,0.17161582772101883,0.07568433787801986,0.25240050749564513,0.008026729259148942,0.14472365224611058,0.06688551119184058
1333,0.7231678279785936,0.58118350840886,1.2443020449056654,0.2535688584479584,0.07126532139946007,0.021443517018223193,0.07576357614130871,0.20871634032916755,0.06221143050405041,0.12924923634389548,0.022389405773044213,0.09633188303266707,0.059060431010224845
162,0.7196153856463083,0.6927193171093879,1.0388267915627842,0.11523332951881692,0.12982322659574067,0.08080125172800114,0.04459527051138881,0.20772025862055488,0.10198632760094296,0.2540123899933171,0.010893066236364218,0.04052739830789038,0.014407480886982916
116,0.7026452587313146,0.6128382369838339,1.1465427845845229,0.07982759014880506,0.03388649070494206,0.09356392810614915,0.2166811301182645,0.31275238964251173,0.051982968573383845,0.11643035114517403,0.06468551073974206,0.021526609127299354,0.008663031693728139
1999,0.6997390286126145,0.620966468460837,1.1268547726047553,0.2512894427167202,0.059355769354694846,0.04088765373393106,0.07300616681905359,0.13157324562271427,0.10926102589133238,0.19108704040782185,0.05966591387596924,0.07032103925102508,0.013552702326737439
1257,0.6876770814447165,0.5966406269374711,1.1525817223921397,0.1861574210693708,0.08482318020822761,0.04626571494827901,0.054336328829157045,0.1781197097545518,0.1478424944164875,0.178455581362033,0.057116015957915975,0.034435613591606,0.03244793986237142
1286,0.6866120067609001,0.612971450064997,1.120137009134919,0.17712247529458555,0.17455529576437018,0.02322395723235619,0.03755314094701829,0.18008088667012878,0.1405895844059006,0.18868832541690117,0.05694825343536976,0.007444321977206492,0.013793758856162979
1996,0.6861162296955152,0.6936025463303286,0.9892066188706753,0.1542144676895004,0.16401747973960623,0.063159362188969,0.05823264213319576,0.17500136034634436,0.014374321943411912,0.24459731534143603,0.05959132680292419,0.002352946189059728,0.06445877762555234
431,0.6851691004036696,0.6717753839082621,1.019937789946225,0.07002910936499854,0.0021913492831020505,0.07386620797557059,0.14469708086564428,0.23804149006552086,0.07044108091710216,0.21562897136535822,0.026223885158592447,0.01536101644951946,0.14351980855459137
1417,0.6816224048935624,0.5769351384482762,1.1814541349082204,0.18863501089064302,0.010564825348434398,0.08361166113635625,0.0828160175333315,0.18629401767599799,0.1284182986424461,0.1517402272036031,0.05043600532737551,0.0727473535394646,0.044736582702347455
0,0.6735753216379083,0.6249929786456655,1.077732622048841,0.13871959808837334,0.03317201692716653,0.1024569179723027,0.1471100039101115,0.17905591233213783,0.08779230018279591,0.1943603578508268,0.03928726796681983,0.026237901134384102,0.0518077236350813
1032,0.6686077334427276,0.587229681578987,1.138579595712746,0.1522427555819431,0.03489577761660536,0.18047639788426062,0.0019955390691627655,0.19181749154436203,0.18453163674951512,0.1616852580104915,0.016822661388332973,0.031163449852002652,0.04436903230332392
740,0.6668259986312127,0.6758984782692494,0.9865771562894057,0.050878274813130155,0.0023889900734880756,0.01593839607860238,0.21276062380592808,0.2464085515808348,0.021055605621097838,0.2014920674971643,0.09506813417594072,0.05308580510777137,0.10092355124604233
1066,0.6654544470038615,0.5889880067137055,1.1298268206118578,0.23399800302487933,0.039234769033136184,0.1377679210002497,0.052679225905724596,0.23398968143586443,0.016712793110620412,0.0790710322403259,0.17629389007146862,0.019486452365871328,0.010766231811859196
733,0.6648283836410842,0.6037976533544416,1.1010781177230187,0.21918143569322462,0.1125302824560155,0.06816207151308544,0.24741506187343715,0.13766100178550578,0.01255295319458574,0.13883250209416434,0.0046601550154911344,0.044315135506051595,0.014689400868438788
1812,0.66415642401785,0.6280402721416308,1.0575061082517245,0.22358224329826287,0.055718979164908984,0.06096511314513032,0.16727994221910794,0.11208762110376207,0.008504981366128877,0.17563347395142168,0.009994446229685407,0.17589895403924566,0.01033424548234627
1554,0.6609514676123356,0.652926782045778,1.0122903299224673,0.1195719986568055,0.08061072853821542,0.08070401257275885,0.16570178712084338,0.16544191632481758,0.01933090380201662,0.21399353660380785,0.043739691804930696,0.10373421653044795,0.007171208045356081
1885,0.6585522485669273,0.6559046915924815,1.004036496473318,0.0516136978508679,0.021073397737645792,0.09904016551547275,0.02608093897907054,0.25039339419143775,0.05896804714455744,0.20741902696005599,0.05038477276647773,0.09292448867436881,0.14210207018004517
